"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","WAB_20min_12mon","WAB_30min_12mon","carotenoidtotal","betacarotenoid_nirs","branch_angle","branch_number","CBB_3mon","DM_gravity","DM_nirs","height_1st_branch","yield_ha","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_weight_plot","frogskin1_5","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8"
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM11194-2_360",1,360,12,25,"test"," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )","GM11194-2","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,80,3,NA,32.9935914118412,NA,110,17.8571428571429,4,100,17.8571428571429,5.8917127521145,6.5,NA,4,1,NA,10,8,4,3,215,10,4,3,1,4,1,3400,326,NA,4,1,2,2,1
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13150A-1_275",1,275,9,19,"test"," (Operator: lizbethpino, Time: ), Pt1:Non-br (Operator: lizbethpino, Time: )","GM13150A-1","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,85,2,NA,33.2244462452728,NA,190,27.7472527472528,4,75,27.7472527472528,9.21887107355097,10.1,NA,5,1,NA,19,10,4,2,300,30,3,3,1,3,2,4100,398,NA,3,3,2,2,1
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13165A-1_47",1,47,2,18,"test"," (Operator: lizbethpino, Time: ), Pt3:Curve:NonLeaf:Pt2 (Operator: lizbethpino, Time: )","GM13165A-1","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,90,5,NA,34.4621025154248,NA,100,40.9340659340659,4,100,40.9340659340659,14.1067397659294,14.9,NA,5,1,NA,18,10,4,2,240,20,4,3,1,3,1,4700,486,NA,4,1,2,2,1
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13172A-1_128",1,128,4,1,"test"," (Operator: lizbethpino, Time: ), Pt3:NonLeaf (Operator: lizbethpino, Time: )","GM13172A-1","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,90,3,NA,32.8333174904943,NA,95,47.6648351648352,4,100,47.6648351648352,15.6499466609911,17.35,NA,4,1,NA,35,8,4,3,230,20,4,3,1,2,2,4650,442,NA,4,1,2,2,2
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13172A-2_361",1,361,12,24,"test"," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )","GM13172A-2","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,90,4,NA,35.092653012622,NA,150,25.8241758241758,4,100,25.8241758241758,9.06238841534744,9.4,NA,5,1,NA,24,10,4,2,290,30,4,3,1,3,1,4700,501,NA,4,2,2,2,1
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13172A-3_414",1,414,13,30,"test"," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )","GM13172A-3","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,90,4,NA,30.2173090649536,NA,100,45.6043956043956,4,100,45.6043956043956,13.7804211669843,16.6,NA,5,1,NA,21,10,4,2,270,30,4,3,1,1,2,3050,248,NA,4,2,3,1,1
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13172A-4_132",1,132,5,4,"test"," (Operator: lizbethpino, Time: ), Pt3:Curve (Operator: lizbethpino, Time: )","GM13172A-4","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,85,4,NA,32.00605487228,NA,110,36.2637362637363,4,100,36.2637362637363,11.6065913273103,13.2,NA,4,1,NA,22,10,4,2,260,40,NA,3,1,3,1,4650,422,NA,4,1,2,2,2
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13192A-10_305",1,305,10,16,"test"," (Operator: lizbethpino, Time: ), Pt2:Non-br (Operator: lizbethpino, Time: )","GM13192A-10","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,0,0,NA,32.7230388423458,NA,190,11.8131868131868,4,75,11.8131868131868,3.86563370939799,4.3,NA,3,1,NA,7,6,4,3,190,20,3,3,1,4,1,2900,274,NA,3,2,3,1,1
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13192A-11_227",1,227,8,30,"test","BadGerm:Pt1 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )","GM13192A-11","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,0,0,NA,32.9610584518167,NA,260,14.010989010989,4,50,14.010989010989,4.6181702775897,5.1,NA,4,1,NA,5,10,4,1,260,40,2,3,1,3,1,3500,335,NA,2,1,3,1,2
2021,"202177DVGST_momi","202177DVGST_momi",1.3,2.8,"2021-July-03","2022-March-30","Momil. Cordoba, Colombia",NA,"202177DVGST_momi_rep1_GM13192A-1_161",1,161,6,32,"test"," (Operator: lizbethpino, Time: ), Pt2:NonLeaf (Operator: lizbethpino, Time: )","GM13192A-1","test",9.316666667,-75.65,17,"Cordoba","Colombia","Subhumid lowland tropics","momi",NA,NA,NA,NA,85,3,NA,31.1483584131327,NA,110,32.0054945054945,4,100,32.0054945054945,9.96918614046692,11.65,NA,4,1,NA,17,8,4,2,220,30,4,3,1,3,2,4000,345,NA,4,2,3,2,2
