"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","DM_nirs","height_1st_branch","frogskin1_5","vigor1_5","lodging1_3","planted_number_plot","plant_type","harvest_number","mites_3mon","root_skin_color1_3","root_type1_5","root_rot_number","germinated_number_plot","thrips1_5","carotenoid1_8","harvest_number_plan","germination_perc"
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_C19_624",1,624,20,17,"test"," (Operator: lizbethpino, Time: )","C19","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",8.46172078691634,21.0476416212373,0.8298738,0.7166271,4,42.6886139,25,1,4,1,5,4,2,NA,3,3,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_C243_197",1,197,7,5,"test"," (Operator: lizbethpino, Time: )","C243","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9082651,0.5760625,3,41.9485474,45,1,4,1,5,5,2,NA,3,3,3,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_C33_278",1,278,9,22,"test"," (Operator: lizbethpino, Time: )","C33","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.4207202,0.3791481,3,39.3708076,20,1,4,1,5,4,2,NA,3,3,18,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_C39_759",1,759,24,10,"test"," (Operator: lizbethpino, Time: )","C39","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,4,NA,35,1,3,1,5,5,2,NA,2,5,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_C413_616",1,616,20,25,"test"," (Operator: lizbethpino, Time: )","C413","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.62251655629139,15.364238410596,1.0030156,0.4817753,3,37.8730469,25,1,2,2,5,5,2,NA,3,3,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_182",1,182,6,11,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.3831286,0.2322762,3,40.1007805,35,1,4,2,5,4,2,2,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_258",1,258,9,2,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.3415704,1.1506519,3,36.2442665,105,1,4,1,5,3,2,NA,3,4,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_269",1,269,9,13,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.64297498400729,9.75724723073298,1.0519654,0.484327,4,38.7589264,35,1,3,1,5,4,2,NA,3,4,2,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_300",1,300,10,21,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.4349,0.1239395,4,38.5411949,75,1,3,3,5,4,2,NA,3,4,6,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_349",1,349,11,29,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,70,1,4,1,5,3,2,NA,3,5,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_42",1,42,2,23,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,75,1,4,1,5,4,2,NA,3,5,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_465",1,465,15,17,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,5,NA,45,NA,4,1,5,4,2,NA,NA,5,NA,5,NA,NA,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_510",1,510,16,3,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,4,NA,75,1,4,3,5,4,2,NA,3,5,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_523",1,523,17,11,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,35,NA,4,3,5,5,2,NA,NA,5,NA,5,NA,NA,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_603",1,603,19,27,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,40,1,3,3,5,5,2,NA,3,5,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_617",1,617,20,24,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9466183,0.3765117,3,39.4418755,50,1,2,1,5,5,2,NA,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_64",1,64,2,1,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.5796808,1.2231734,4,35.6686134,65,1,4,1,5,5,2,NA,3,5,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_676",1,676,22,29,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,35,1,3,1,5,5,2,NA,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_730",1,730,23,26,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.7539692,0.2924662,3,42.5465088,60,1,4,2,5,4,2,NA,3,5,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_799",1,799,25,31,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.3341756,0.9888662,4,37.4570122,40,1,3,3,5,4,2,NA,2,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CG1141-1_857",1,857,27,25,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,35,NA,3,1,5,5,2,NA,NA,5,NA,5,NA,NA,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_131",1,131,5,3,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,3.0730436,1.4969145,3,36.6987915,100,1,4,1,5,3,2,NA,3,3,9,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_15",1,15,1,15,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.79157713794584,9.73356252685861,3.0986073,1.5651233,3,37.1498222,95,1,4,1,5,3,2,NA,3,4,1,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_171",1,171,6,22,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.45912035226713,26.899471259287,2.7255588,1.5905722,1,33.1464615,85,1,3,1,5,3,2,2,3,3,12,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_222",1,222,7,30,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.40224645938468,10.8904444082696,2.8139353,1.1198519,3,36.0807076,100,1,4,1,5,3,2,NA,3,3,6,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_252",1,252,8,5,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",8.78796022574578,31.5506584251546,3.0586791,1.5651779,3,30.6431961,135,1,3,1,5,3,2,NA,3,3,0,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_26",1,26,1,26,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.83085490484058,10.3696224221284,2.3864019,1.3894807,3,35.9871178,85,1,3,1,5,4,2,NA,3,3,8,5,2,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_289",1,289,10,32,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",1.69705723054705,7.02292832641273,3.2794204,1.5985432,2,36.9028015,95,1,3,1,5,3,2,NA,3,3,5,5,NA,4,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_359",1,359,12,26,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,3.1179848,1.4977765,3,20.839056,125,1,3,1,5,3,2,3,3,4,1,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_381",1,381,12,4,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.39144425515806,11.3950406965739,3.7283287,1.7739713,3,38.4512177,90,1,3,1,5,3,2,2,3,3,0,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_407",1,407,13,23,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.53360586475438,14.817183182223,2.6649475,1.3037289,3,36.6594162,90,1,4,1,5,2,2,2,3,3,5,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_454",1,454,15,6,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.32502934655013,17.0783878961784,1.9259908,0.8253613,3,31.6914158,105,3,3,1,5,3,2,NA,3,4,0,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_499",1,499,16,14,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.20335603920916,13.8727363349394,3.6870654,2.0183177,2,35.5713348,120,1,3,2,5,3,2,NA,3,3,0,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_53",1,53,2,12,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.43309157567546,15.5933689328126,3.023926,1.3904103,3,40.244442,80,1,3,1,5,4,2,NA,3,3,0,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_628",1,628,20,13,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",2.57791458253176,4.69411312043095,3.6094465,1.9052937,2,33.8506393,85,1,3,1,5,3,2,2,3,3,3,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_708",1,708,23,4,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,4.1205578,2.1959019,3,36.0828552,105,1,4,1,5,3,2,NA,3,3,0,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM4919-1_84",1,84,3,20,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.14229691876753,29.4050420168067,3.1445308,1.3507349,3,37.6182404,80,1,3,1,5,3,2,NA,3,3,4,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM6438-14_401",1,401,13,17,"test"," (Operator: lizbethpino, Time: )","CM6438-14_is_Vergara","check_released",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.3275552,0.7243807,3,36.2950172,35,1,3,1,5,5,2,NA,3,4,9,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-10_86",1,86,3,22,"test"," (Operator: lizbethpino, Time: )","CM7788A-10","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",10.0182761590656,27.9184085036657,1.6356157,1.057338,5,35.9468193,65,1,3,1,5,4,2,NA,3,3,19,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-11_315",1,315,10,6,"test"," (Operator: lizbethpino, Time: )","CM7788A-11","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",11.8995366983663,24.2136064374543,0.9501231,0.6396412,3,43.0933838,135,1,4,1,5,4,2,NA,3,3,1,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-12_360",1,360,12,25,"test"," (Operator: lizbethpino, Time: )","CM7788A-12","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.02093460173559,9.62037395997972,0.0305524,0.1088899,3,35.2659721,55,1,4,1,5,3,2,3,3,3,34,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-13_611",1,611,20,30,"test"," (Operator: lizbethpino, Time: )","CM7788A-13","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",11.5946348733234,21.1028315946349,0.8849236,0.7641832,3,33.981514,50,1,4,1,5,4,2,NA,3,3,17,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-14_155",1,155,5,27,"test"," (Operator: lizbethpino, Time: )","CM7788A-14","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.33663366336635,17.2277227722772,1.2843813,0.5012561,3,40.8651466,85,1,4,1,5,3,2,NA,3,4,30,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-15_238",1,238,8,19,"test"," (Operator: lizbethpino, Time: )","CM7788A-15","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,40,2,2,1,5,5,2,NA,3,3,12,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-16_679",1,679,22,26,"test"," (Operator: lizbethpino, Time: )","CM7788A-16","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.37634408602151,14.1075268817204,0.5724856,0.0015228,3,37.2662888,30,1,4,1,5,5,2,NA,3,3,21,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-2_245",1,245,8,12,"test"," (Operator: lizbethpino, Time: )","CM7788A-2","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.43286788399571,20.4511278195489,0.5583646,0.3053491,3,36.8787041,115,1,5,1,5,3,2,NA,3,2,5,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-3_296",1,296,10,25,"test"," (Operator: lizbethpino, Time: )","CM7788A-3","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.2115782,0.3508204,3,31.3663692,55,1,3,1,5,5,2,NA,3,4,13,4,NA,2,NA,80
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-4_272",1,272,9,16,"test"," (Operator: lizbethpino, Time: )","CM7788A-4","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",20.8904507434944,38.7749767657992,0.3912725,0.3886007,3,38.0082397,115,1,3,1,5,3,2,2,3,3,17,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-5_160",1,160,5,32,"test"," (Operator: lizbethpino, Time: )","CM7788A-5","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",13.8943801186106,23.9762778876024,1.0057259,0.5587415,3,39.9124298,40,1,5,1,5,3,2,NA,3,2,23,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-6_638",1,638,20,3,"test"," (Operator: lizbethpino, Time: )","CM7788A-6","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.33816468077539,18.1086608571937,1.6870011,0.835974,3,39.8836708,130,1,4,1,5,4,2,NA,3,3,9,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-7_545",1,545,18,32,"test"," (Operator: lizbethpino, Time: )","CM7788A-7","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.80476450472716,16.3496077473491,1.0756117,0.5314527,4,39.1139908,120,1,4,1,5,3,1,NA,3,2,23,3,NA,1,NA,60
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-8_218",1,218,7,26,"test"," (Operator: lizbethpino, Time: )","CM7788A-8","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.2588745,0.8538387,3,41.7699738,95,1,3,1,5,4,2,3,3,3,30,4,NA,1,NA,80
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_CM7788A-9_652",1,652,21,12,"test"," (Operator: lizbethpino, Time: )","CM7788A-9","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.8302344,0.4783632,4,38.5996971,30,1,3,1,5,5,2,NA,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_COL1398_213",1,213,7,21,"test"," (Operator: lizbethpino, Time: )","COL1398","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,35,5,3,1,5,4,2,NA,3,5,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_COL144_601",1,601,19,25,"test"," (Operator: lizbethpino, Time: )","COL144","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9313262,0.7374194,3,36.852356,65,1,2,1,5,5,2,NA,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_COL1505_39",1,39,2,26,"test"," (Operator: lizbethpino, Time: )","COL1505","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.90836723863437,19.2641075535114,1.0421208,0.3985272,3,38.1662674,55,1,4,1,5,4,2,NA,3,2,8,5,2,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_COL1722_400",1,400,13,16,"test"," (Operator: lizbethpino, Time: )","COL1722","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.2198639,0.4784796,4,39.3176346,45,4,3,1,5,5,2,NA,3,3,4,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_COL1752_530",1,530,17,18,"test"," (Operator: lizbethpino, Time: )","COL1752","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,30,5,1,3,5,5,2,NA,NA,5,0,5,NA,NA,NA,100
