"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","DM_nirs","height_1st_branch","frogskin1_5","vigor1_5","lodging1_3","planted_number_plot","plant_type","harvest_number","mites_3mon","root_skin_color1_3","root_type1_5","root_rot_number","germinated_number_plot","thrips1_5","carotenoid1_8","harvest_number_plan","germination_perc"
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM13995A-4_292",1,292,10,29,"test"," (Operator: lizbethpino, Time: )","GM13995A-4","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9852567,0.5251336,3,36.8513527,110,1,3,1,5,3,2,2,1,4,25,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM13995A-5_469",1,469,15,21,"test"," (Operator: lizbethpino, Time: )","GM13995A-5","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.5663429,0.2416943,3,40.2943687,35,1,2,1,5,5,2,NA,3,5,9,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM13995A-6_658",1,658,21,18,"test"," (Operator: lizbethpino, Time: )","GM13995A-6","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",9.95348395671162,26.1439149420923,0.0278313,NA,4,38.7136307,40,1,3,1,5,4,2,NA,1,3,10,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM13995A-7_35",1,35,2,30,"test"," (Operator: lizbethpino, Time: )","GM13995A-7","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",15.7482371376339,32.436667537216,1.5659879,1.1669997,3,42.5074234,90,1,3,1,5,5,2,NA,1,4,20,4,NA,1,NA,80
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM13995A-8_99",1,99,4,30,"test"," (Operator: lizbethpino, Time: )","GM13995A-8","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",11.8179532310787,26.7035453859693,1.0775325,0.6420755,4,41.9750099,115,1,5,1,5,2,2,NA,3,2,14,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM13995A-9_210",1,210,7,18,"test"," (Operator: lizbethpino, Time: )","GM13995A-9","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.4115369,NA,3,31.2593307,45,1,3,1,5,4,2,NA,1,3,25,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-10_512",1,512,16,1,"test"," (Operator: lizbethpino, Time: )","GM14033A-10","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.65047761537577,14.62769018299,1.0042157,0.6009094,3,43.8928947,105,1,4,1,5,3,2,NA,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-1_157",1,157,5,29,"test"," (Operator: lizbethpino, Time: )","GM14033A-1","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.0869318,0.4774367,3,40.6228409,120,1,5,1,5,3,2,NA,2,3,22,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-11_859",1,859,27,27,"test"," (Operator: lizbethpino, Time: )","GM14033A-11","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.8740891,1.5502921,4,43.951767,40,1,3,1,5,5,2,NA,3,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-12_769",1,769,25,1,"test"," (Operator: lizbethpino, Time: )","GM14033A-12","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.50481113567714,7.70715909444773,0.5636723,0.0060893,4,40.1673279,60,1,4,1,5,2,2,NA,3,2,27,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-13_412",1,412,13,28,"test"," (Operator: lizbethpino, Time: )","GM14033A-13","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.40110522680177,22.634123877504,0.4754157,0.07959,3,36.4253578,35,1,3,1,5,5,2,NA,1,2,9,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-14_147",1,147,5,19,"test"," (Operator: lizbethpino, Time: )","GM14033A-14","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.30615130803677,20.5043601225548,0.7382913,0.4896683,3,42.9590759,75,1,4,1,5,3,3,NA,2,3,3,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-15_817",1,817,26,16,"test"," (Operator: lizbethpino, Time: )","GM14033A-15","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.89272223621253,8.86426592797782,0.5057159,0.4370665,1,38.787735,100,1,3,1,5,3,2,NA,2,3,12,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-16_833",1,833,27,1,"check"," (Operator: lizbethpino, Time: )","GM14033A-16","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",9.46574166785869,15.3715491346016,0.4587252,0.2245627,1,43.5366707,250,1,4,1,5,2,2,NA,3,3,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-17_473",1,473,15,25,"test"," (Operator: lizbethpino, Time: )","GM14033A-17","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",10.441282855076,46.9254883047986,0.6371515,0.4005014,5,42.6142159,60,1,3,1,5,4,2,NA,3,3,8,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-2_62",1,62,2,3,"test"," (Operator: lizbethpino, Time: )","GM14033A-2","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.98773006134969,6.97341513292434,1.3628074,0.9173024,3,40.3569336,120,1,4,1,5,4,2,NA,3,3,3,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-3_515",1,515,17,3,"test"," (Operator: lizbethpino, Time: )","GM14033A-3","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.5832095,0.257699,5,42.3643036,125,1,3,1,5,4,2,NA,1,3,2,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-4_41",1,41,2,24,"test"," (Operator: lizbethpino, Time: )","GM14033A-4","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.71683475562451,9.65089216446859,1.2297329,1.0772158,3,39.7344513,100,1,4,1,5,3,2,NA,3,3,12,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-5_176",1,176,6,17,"test"," (Operator: lizbethpino, Time: )","GM14033A-5","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.46778153825734,9.32045922091711,0.438729,0.5280264,3,42.9571533,100,1,4,1,5,3,2,2,2,2,7,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-6_722",1,722,23,18,"test"," (Operator: lizbethpino, Time: )","GM14033A-6","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.60786807936335,13.7970618804586,1.2626711,1.094992,4,43.8763466,85,1,4,1,5,3,2,NA,2,2,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-7_438",1,438,14,11,"test"," (Operator: lizbethpino, Time: )","GM14033A-7","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.53610503282275,9.29978118161925,0.830127,0.4537315,5,43.2684937,55,1,3,1,5,5,2,NA,1,4,0,4,NA,1,NA,80
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-8_229",1,229,8,28,"test"," (Operator: lizbethpino, Time: )","GM14033A-8","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",3.16779409338394,4.40521366111204,0.2098528,0.1507508,3,41.1112518,90,1,4,1,5,3,2,NA,2,2,5,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14033A-9_657",1,657,21,17,"test"," (Operator: lizbethpino, Time: )","GM14033A-9","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.60064712836785,14.563499471097,0.4531396,0.0988517,4,43.2247353,90,1,4,1,5,3,2,NA,1,3,3,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14037A-1_605",1,605,19,29,"test"," (Operator: lizbethpino, Time: )","GM14037A-1","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.07508532423209,17.7303754266212,4.0063682,2.3727846,2,41.8183327,40,1,4,1,5,4,2,NA,2,2,3,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14037A-2_335",1,335,11,15,"test"," (Operator: lizbethpino, Time: )","GM14037A-2","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",11.414118705036,26.4748201438849,2.1893692,1.1007259,3,42.0459023,70,1,4,1,5,3,2,NA,3,3,19,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14037A-3_186",1,186,6,7,"test"," (Operator: lizbethpino, Time: )","GM14037A-3","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.34527439024389,15.9108231707317,3.5428886,2.0467091,3,42.7111969,40,1,4,1,5,4,2,NA,3,3,1,5,NA,3,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-10_116",1,116,4,13,"test"," (Operator: lizbethpino, Time: )","GM14039A-10","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.7201418,0.6860209,3,43.0358047,75,3,3,1,5,3,2,NA,3,2,12,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-11_662",1,662,21,22,"test"," (Operator: lizbethpino, Time: )","GM14039A-11","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.8593272171254,14.1590214067279,0.7207096,0.4417304,3,41.9663277,60,1,3,1,5,5,2,NA,3,4,4,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-12_133",1,133,5,5,"test"," (Operator: lizbethpino, Time: )","GM14039A-12","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9995371,0.4463148,3,39.4347725,45,1,4,1,5,4,2,NA,3,3,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-13_764",1,764,24,5,"test"," (Operator: lizbethpino, Time: )","GM14039A-13","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.30807911498494,14.9513912168958,0.9602781,0.5970432,0,43.6605072,165,1,3,1,5,5,2,NA,3,3,1,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-14_127",1,127,4,2,"test"," (Operator: lizbethpino, Time: )","GM14039A-14","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.91719524852959,17.2269634413562,0.932038,0.6333112,3,42.519455,25,1,3,1,5,4,2,NA,3,3,1,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-1_503",1,503,16,10,"test"," (Operator: lizbethpino, Time: )","GM14039A-1","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",12.3695518723143,19.9815837937385,0.8402945,0.4004927,6,43.4188614,30,1,2,1,5,5,2,NA,3,4,3,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-15_253",1,253,8,4,"test"," (Operator: lizbethpino, Time: )","GM14039A-15","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.7412265,0.812221,3,39.8328552,35,1,4,1,5,5,2,NA,3,4,2,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-2_721",1,721,23,17,"test"," (Operator: lizbethpino, Time: )","GM14039A-2","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.4259448,1.1789246,3,44.0403137,90,1,3,1,5,3,2,NA,3,4,8,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-3_541",1,541,17,29,"test"," (Operator: lizbethpino, Time: )","GM14039A-3","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.8706416,0.6176678,3,40.1140442,25,1,2,1,5,4,2,NA,3,4,15,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-4_151",1,151,5,23,"test"," (Operator: lizbethpino, Time: )","GM14039A-4","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.11309861820935,10.8058868067386,1.0550966,0.6789336,3,42.8302879,70,1,3,1,5,3,2,NA,3,3,6,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-5_752",1,752,24,17,"test"," (Operator: lizbethpino, Time: )","GM14039A-5","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9029155,0.6591852,3,43.9730606,125,1,4,1,5,4,2,NA,3,4,10,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-6_297",1,297,10,24,"test"," (Operator: lizbethpino, Time: )","GM14039A-6","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.25425330812856,19.1635160680529,1.2465711,0.9253799,3,41.0831871,35,1,3,1,5,5,2,NA,3,3,6,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-7_445",1,445,14,4,"test"," (Operator: lizbethpino, Time: )","GM14039A-7","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.4276905,0.7593037,4,45.9424934,30,1,2,1,5,5,2,NA,3,4,8,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-8_713",1,713,23,9,"test"," (Operator: lizbethpino, Time: )","GM14039A-8","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.3447857,0.4297176,3,43.7531204,100,1,3,1,5,5,2,NA,3,4,1,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14039A-9_33",1,33,2,32,"test"," (Operator: lizbethpino, Time: )","GM14039A-9","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,45,1,2,1,5,5,2,NA,3,5,3,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-10_793",1,793,25,25,"test"," (Operator: lizbethpino, Time: )","GM14041B-10","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",4.26708195444811,6.99435468172084,1.0172635,0.7258996,2,40.9694214,20,1,3,3,5,5,2,NA,3,3,2,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-12_130",1,130,5,2,"test"," (Operator: lizbethpino, Time: )","GM14041B-12","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.27309370136992,10.278323426618,1.4345134,0.9879943,2,43.8213425,35,1,4,1,5,3,2,NA,3,3,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-2_582",1,582,19,6,"test"," (Operator: lizbethpino, Time: )","GM14041B-2","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.19951015409736,8.11052148178385,1.0285743,0.6247523,2,42.3863029,70,1,4,1,5,4,2,NA,3,3,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-3_801",1,801,26,32,"test"," (Operator: lizbethpino, Time: )","GM14041B-3","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",2.48625424390829,4.12522909593487,1.0429579,0.9900711,0,42.7039986,220,1,4,1,5,3,2,NA,3,3,1,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-4_830",1,830,26,3,"test"," (Operator: lizbethpino, Time: )","GM14041B-4","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.99716713881018,14.1359773371105,0.5734541,0.3974704,3,38.9771004,110,1,3,1,5,3,2,NA,3,3,1,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-5_313",1,313,10,8,"test"," (Operator: lizbethpino, Time: )","GM14041B-5","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",7.74907749077493,15.1007663922793,0.9624707,0.6639258,3,41.8328629,180,1,3,1,5,3,2,NA,3,4,2,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-7_276",1,276,9,20,"test"," (Operator: lizbethpino, Time: )","GM14041B-7","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,1,NA,205,1,1,1,5,4,2,NA,3,5,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14041B-9_489",1,489,16,24,"test"," (Operator: lizbethpino, Time: )","GM14041B-9","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.8060699822542,10.1992992674159,0.7848096,0.5571073,5,44.5360603,55,1,3,1,5,4,2,NA,3,3,6,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-10_392",1,392,13,8,"test"," (Operator: lizbethpino, Time: )","GM14042A-10","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.80743775606682,12.6063662149385,1.1620773,0.8577283,3,44.0944519,35,1,4,1,5,5,2,NA,1,3,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-11_665",1,665,21,25,"test"," (Operator: lizbethpino, Time: )","GM14042A-11","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,1.0505373,0.743743,1,39.0269394,185,1,3,2,5,3,2,NA,1,4,0,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-12_199",1,199,7,7,"test"," (Operator: lizbethpino, Time: )","GM14042A-12","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",5.57314289921226,9.95607254165748,0.8100361,0.4869081,1,43.6807632,245,1,4,1,5,1,2,NA,1,2,7,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-13_621",1,621,20,20,"test"," (Operator: lizbethpino, Time: )","GM14042A-13","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",6.09425117197139,9.30175178879843,0.0918113,NA,2,43.5314789,50,1,4,1,5,2,2,NA,2,3,4,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-14_363",1,363,12,22,"test"," (Operator: lizbethpino, Time: )","GM14042A-14","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.5679646,0.1910883,4,43.4234848,30,1,3,1,5,4,2,NA,1,3,5,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-15_574",1,574,18,3,"test"," (Operator: lizbethpino, Time: )","GM14042A-15","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9316797,0.8529227,1,43.1354027,270,1,4,1,5,2,2,NA,3,4,16,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-2_548",1,548,18,29,"test"," (Operator: lizbethpino, Time: )","GM14042A-2","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.7060941,0.2296236,1,40.2699165,30,1,3,1,5,5,2,NA,1,4,12,5,NA,1,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-3_844",1,844,27,12,"test"," (Operator: lizbethpino, Time: )","GM14042A-3","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,0.9301145,0.3444761,0,42.736599,250,1,4,1,5,3,2,NA,3,3,0,5,NA,2,NA,100
2022,"202258DVGST_ciat","202258DVGST_ciat",1.2,4,"2022-July-27","2023-June-07","CIAT. Valle, Colombia",NA,"202258DVGST_ciat_rep1_GM14042A-4_244",1,244,8,13,"test"," (Operator: lizbethpino, Time: )","GM14042A-4","test",3.483333333,-76.36666667,965,"Valle","Colombia","Mid-altitude torpics","ciat",NA,NA,NA,NA,3,NA,60,1,3,1,5,4,2,2,3,5,25,5,NA,1,NA,100
